空港名,予報時刻,変化の種類,風情報,視程,天気,雲の状態,原文セグメント
大連,2026-08-10 21:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-10 22:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-10 23:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 00:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 01:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 02:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 03:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 04:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 05:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 06:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 07:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 08:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 09:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 10:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 11:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 12:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 13:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 14:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 15:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 16:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 17:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 18:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 19:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 20:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 21:00,FROM,12004KT,5000,BR,SCT26,1012/1112 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 03:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 04:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 05:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 06:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 07:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 08:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 09:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 10:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 11:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 12:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 13:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 14:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 15:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 16:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 17:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 18:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 19:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 20:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 21:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 22:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 23:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-12 00:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-12 01:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-12 02:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-12 03:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
大連,2026-08-11 03:00,FROM,12004KT,5000,BR,SCT26,1018/1118 12004MPS 5000 BR SCT026 TX31/1106Z TN24/1020Z
